4.6	1.9	31.5	0.52	1
2.5	2.4	-5.13	1.22	4
1.5	1.3	-1.7	1.1	6
3.8	2.8	13.72	1.22	2
4.7	1.9	39.13	0.38	2
1.6	1.3	-1.7	1.04	6
3.3	2.4	-5.13	1.19	3
3.9	2.8	13.72	1.22	2
4.8	1.9	39.13	0.38	2
3.4	2.4	-5.13	1.2	3
1.7	1.3	-1.7	0.48	6
4	2.8	13.72	1.22	2
4.1	2.8	13.72	1.22	2
3.5	2.4	-5.13	1.09	2
1.8	1.3	-2.14	0.48	5
4.9	1.9	39.13	0.68	2
4.2	2.8	20.71	1.34	2
1.8	1.8	-0.69	0.51	4
4.9	2.4	21.2	0.58	1
4.4	2.8	20.71	1.34	2
3.6	2.4	21.2	0.4	2
1.9	1.3	-1.79	0.47	5
5	1.9	39.64	0.72	2
4.3	2.8	20.71	1.34	2
1.9	1.8	-0.69	0.49	4
1	1.8	6.81	0.84	5
3.7	2.4	21.2	0.4	2
2	1.3	-1.79	0.47	5
4.5	2.8	20.71	1.34	2
5	2.4	29.1	0.68	1
1.9	2.7	-5.61	2.03	4
2	1.8	0.76	0.5	4
2.1	1.3	-1.79	0.47	5
4.6	2.8	20.71	1.34	2
3.8	2.4	21.2	0.4	2
1.1	1.8	6.81	0.84	5
1	2.3	6.4	0.81	5
2	2.7	-5.61	2.03	4
2.2	1.3	2.78	0.48	5
2.1	1.8	0.76	0.5	4
4.7	2.8	18.98	1.44	1
1.2	1.8	-0.72	0.49	5.5
3.9	2.4	21.2	0.4	2
2.3	1.3	2.78	0.47	5
2.1	2.7	-5.61	2.03	4
2.2	1.8	-3.3	0.08	4
4.8	2.8	18.98	1.44	1
1.1	2.3	6.4	0.81	5
1.3	1.8	-0.72	0.49	5
4	2.4	21.2	0.4	2
2.4	1.3	1.08	0.47	5
2.2	2.7	-5.61	1.21	4
2.3	1.8	-3.3	0.09	4
4.9	2.8	13.72	1.48	1
1.2	2.3	-5.13	2.11	5.5
1.4	1.8	-0.72	0.49	5
4.1	2.4	21.2	0.4	2
2.5	1.3	1.08	0.48	5
1.5	1.8	-0.72	0.49	5
2.3	2.7	-5.61	1.19	3.5
5	2.8	24.59	1.4	1
2.4	1.8	-3.3	0.09	4
1.3	2.3	-5.13	2.11	5
4.2	2.4	21.2	0.89	2
1	2.7	6.4	0.81	6
2.4	2.7	-5.61	1.19	3
1.6	1.8	-0.72	0.49	5
2.6	1.3	1.45	0.49	4
2.5	1.8	-3.3	0.06	4
1.4	2.3	-5.13	2.11	5
1.1	2.7	6.4	0.81	6
1.7	1.8	-0.72	0.49	5
4.3	2.4	21.2	0.89	2
2.5	2.7	-5.61	1.22	3
4.2	1.8	31.5	0.52	1
2.7	1.3	1.45	0.48	4
1.2	2.7	-5.61	2.11	6
4.4	2.4	21.2	0.89	2
2.6	1.8	-1.94	0.08	4
1.5	2.3	-5.13	2.12	5
4.5	2.4	21.2	0.89	2
4.3	1.8	31.5	0.52	1
2.8	1.3	1.45	0.48	4
2.6	2.7	-5.61	1.21	3
1.3	2.7	-5.61	2.11	6
2.7	1.8	-1.94	0.09	4
1.6	2.3	-5.13	2.07	5
4.6	2.4	21.2	0.89	2
4.4	1.8	31.5	0.52	1
2.9	1.3	6.74	0.54	4
4.7	2.4	21.2	0.95	1
2.7	2.7	-5.61	1.2	3
1.4	2.7	-5.61	2.11	6
2.8	1.8	-1.94	0.09	4
1.7	2.3	-5.13	2.08	4
4.5	1.8	31.5	0.52	1
1.5	2.7	-5.61	2.12	6
1.8	2.3	-5.13	2.08	4
2.8	2.7	-5.61	1.2	3
4.8	2.4	21.2	0.95	1
4.6	1.8	31.5	0.52	1
2.9	1.8	2.14	0.03	3
1.6	2.7	-5.61	2.07	5
3	1.3	13.61	0.58	4
1.9	2.3	-5.13	2.03	4
4.7	1.8	39.13	0.38	2
2.9	2.7	-5.61	1.17	3
1.7	2.7	-5.61	2.08	5
3	1.8	8.36	0.1	3
3.1	1.3	13.61	0.58	4
3	2.7	-5.61	1.17	3
3.1	1.8	8.36	0.1	3
2	2.3	-5.13	2.03	4
1.8	2.7	-5.61	2.08	4
4.8	1.8	39.13	0.38	2
3.2	1.3	13.61	0.58	4
3.2	1.8	8.36	0.1	3
3.1	2.7	-5.61	1.17	3
4.9	1.8	39.13	0.68	2
2.1	2.3	-5.13	2.03	4
3.3	1.3	13.61	0.58	4
5	1.8	39.64	0.71	2
3.2	2.7	-5.61	1.17	3
3.3	1.8	8.36	0.1	3
3.3	2.7	-5.61	1.17	3
3.4	1.8	8.36	0.1	3
3.4	1.3	13.61	0.6	4
2.2	2.3	-5.13	1.22	4
1	1.7	6.81	0.83	5
3.5	1.8	11.26	0.29	3
3.4	2.7	-5.61	1.19	3
3.5	1.3	13.61	0.6	3
2.3	2.3	-5.13	1.21	4
1.1	1.7	6.81	0.83	5
3.6	1.8	31.5	0.52	1
3.6	1.3	29.26	0.8	2
3.7	1.3	29.26	0.8	2
3.7	1.8	31.5	0.52	1
2.4	2.3	-5.13	1.21	4
1.2	1.7	-3.3	0.48	5.5
3.8	1.3	29.26	0.8	2
3.8	1.8	31.5	0.52	1
1.3	1.7	-3.3	0.48	5
2.5	2.3	-5.13	1.22	4
3.9	1.3	29.26	0.8	2
3.9	1.8	31.5	0.52	1
1.4	1.7	-3.3	0.48	5
2.6	2.3	-5.13	1.22	4
4	1.3	29.26	0.8	2
4	1.8	31.5	0.52	1
4.1	1.3	29.26	0.8	2
2.7	2.3	-5.13	1.22	4
1.5	1.7	-3.3	0.48	5
3.5	2.7	-5.61	1.01	2
1.6	1.7	-3.3	0.47	5
3.2	2.3	-5.13	1.19	3
4.2	1.3	29.26	0.02	2
1	2.6	6.4	0.82	6
4.1	1.8	31.5	0.52	1
2.8	2.3	-5.13	1.22	4
3.6	2.7	18.82	0.32	2
4.3	1.3	29.26	0.02	2
1.1	2.6	6.4	0.82	6
3.3	2.3	-5.13	1.19	3
3.3	1.7	8.36	0.1	3
1.7	1.7	-3.3	0.47	5
3.7	2.7	18.82	0.32	2
4.4	1.3	29.26	0.02	2
2.9	2.3	-5.13	1.19	3
3.4	2.3	-5.13	1.2	3
4.5	1.3	29.26	0.02	2
1.2	2.6	-5.61	2.16	6
3.8	2.7	18.82	0.32	2
3.4	1.7	8.36	0.1	3
1.8	1.7	-3.3	0.49	4
1.3	2.6	-5.61	2.16	6
4.6	1.3	29.26	0.02	2
3.9	2.7	18.82	0.32	2
3.5	1.7	11.01	0.29	3
3.5	2.3	-5.13	1.09	2
3	2.3	-5.13	1.19	3
1.9	1.7	-3.3	0.47	4
4.7	1.3	31.73	0.02	3
1.4	2.6	-5.61	2.16	6
2	1.7	-3.3	0.47	4
3.6	2.3	21.2	0.4	2
4.8	1.3	31.73	0.02	3
4	2.7	18.82	0.32	2
3.6	1.7	31.02	0.52	1
3.1	2.3	-5.13	1.19	3
3.7	2.3	21.2	0.4	2
2.1	1.7	-3.3	0.47	4
4.9	1.3	31.73	0.88	3
4.1	2.7	18.82	0.32	2
1.5	2.6	-5.61	2.17	6
3.7	1.7	31.02	0.52	1
4.8	2.3	21.2	0.95	1
2.2	1.7	-4.75	0.08	4
3.8	2.3	21.2	0.4	2
5	1.3	33.3	0.89	3
4.2	2.7	18.58	0.92	2
2.3	1.7	-4.75	0.09	4
3.9	2.3	21.2	0.4	2
1	1.2	6.53	1.38	6
1.6	2.6	-5.61	2.12	5
3.8	1.7	31.02	0.52	1
4.9	2.3	21.2	0.58	1
4	2.3	21.2	0.4	2
1.1	1.2	6.53	1.38	5.5
4.3	2.7	18.58	0.92	2
2.4	1.7	-3.3	0.09	4
1.7	2.6	-5.61	2.13	5
3.9	1.7	31.02	0.52	1
5	2.3	29.1	0.68	1
4.1	2.3	21.2	0.4	2
2.5	1.7	-3.3	0.06	4
1.2	1.2	-1.79	1.22	6
1.8	2.6	-5.61	2.13	4
4.4	2.7	18.58	0.92	2
4	1.7	31.02	0.52	1
1	2.2	6.4	0.81	5
1.9	2.6	-5.61	2.08	4
1.3	1.2	-1.79	1.21	6
4.2	2.3	21.2	0.89	2
2.6	1.7	-1.94	0.08	4
4.5	2.7	18.58	0.92	2
4.1	1.7	31.02	0.52	1
1.1	2.2	6.4	0.81	5
2	2.6	-5.61	2.08	4
4.3	2.3	21.2	0.89	2
2.7	1.7	-1.94	0.09	4
1.4	1.2	-1.79	1.21	6
2.1	2.6	-5.61	2.08	4
4.6	2.7	18.58	0.92	2
4.2	1.7	31.02	0.52	1
1.2	2.2	-4.21	2.12	5.5
1.5	1.2	-1.79	1.22	6
4.7	2.7	18.58	0.97	1
2.2	2.6	-5.61	1.21	4
4.4	2.3	21.2	0.89	2
2.8	1.7	-1.94	0.09	4
4.3	1.7	31.02	0.52	1
1.3	2.2	-4.21	2.12	5
1.6	1.2	-1.79	1.2	6
4.8	2.7	18.58	0.97	1
2.3	2.6	-5.61	1.2	3.5
4.5	2.3	21.2	0.89	2
4.4	1.7	31.02	0.52	1
2.9	1.7	2.14	0.03	3
1.7	1.2	-1.7	0.54	6
2.4	2.6	-5.61	1.2	3
4.9	2.7	18.49	0.51	1
1.4	2.2	-4.21	2.12	5
4.6	2.3	21.2	0.89	2
1.8	1.2	-2.14	0.54	5
3	1.7	8.36	0.1	3
4.5	1.7	31.02	0.52	1
2.5	2.6	-5.61	1.21	3
5	2.7	26.6	0.61	1
1.5	2.2	-4.21	2.13	5
4.7	2.3	21.2	0.95	1
1.9	1.2	-1.79	0.53	5
3.1	1.7	8.36	0.1	3
4.6	1.7	31.02	0.52	1
1.6	2.2	-4.21	2.08	5
2	1.2	-1.79	0.54	5
3.2	1.7	8.36	0.1	3
4.7	1.7	39.13	0.38	2
1.7	2.2	-4.21	2.09	4
2.1	1.2	-1.79	0.54	5
1.8	2.2	-4.21	2.09	4
4.9	1.7	39.13	0.68	2
4.8	1.7	39.13	0.38	2
2.2	1.2	2.78	0.48	5
1.9	2.2	-4.21	2.04	4
5	1.7	39.64	0.71	2
2.4	1.6	-4.05	0.78	4
2.3	1.2	2.78	0.49	5
2	2.2	-4.21	2.04	4
1	1.6	6.53	1.29	6
2.5	1.6	-4.05	0.83	4
2.4	1.2	1.08	0.5	5
1.1	1.6	6.53	1.29	6
2.1	2.2	-4.21	2.04	4
4.2	2.6	18.58	0.96	2
2.6	1.6	-2.73	0.81	4
2.3	2.2	-4.21	1.22	4
2.6	2.6	-5.61	1.21	3
2.5	1.2	1.08	0.5	5
4.3	2.6	18.58	0.96	2
2.2	2.2	-4.21	1.23	4
1.2	1.6	-4.23	1.02	6
2.7	1.6	-2.73	0.8	4
2.4	2.2	-4.21	1.22	4
2.7	2.6	-5.61	1.21	3
2.6	1.2	1.45	0.48	4
4.4	2.6	18.58	0.96	2
3.9	2.2	32.59	0.54	1
1.3	1.6	-4.23	1.02	6
2.5	2.2	-4.21	1.23	4
2.7	1.2	1.45	0.47	4
2.8	2.6	-5.61	1.21	3
4.5	2.6	18.58	0.96	2
2.8	1.6	-2.73	0.8	4
1.4	1.6	-4.23	1.02	6
2.8	1.2	1.45	0.47	4
4	2.2	32.59	0.54	1
2.9	2.6	-5.61	1.18	3
2.6	2.2	-3.52	1.23	4
4.6	2.6	18.58	0.96	2
2.9	1.6	1.86	0.67	3
2.9	1.2	6.74	0.55	4
1.5	1.6	-4.23	1.03	6
2.7	2.2	-3.52	1.23	4
4.7	2.6	18.58	1.03	1
3	2.6	-5.61	1.18	3
4.1	2.2	32.59	0.54	1
3	1.6	6.18	0.66	3
3	1.2	13.61	0.58	4
2.8	2.2	-3.52	1.23	4
4.8	2.6	18.58	1.03	1
1.6	1.6	-4.23	0.97	5
3.1	2.6	-5.61	1.18	3
3.1	1.6	6.18	0.66	3
3.1	1.2	13.61	0.58	4
4.2	2.2	32.59	0.5	1
3.2	2.6	-5.61	1.18	3
2.9	2.2	3.48	0.05	3
4.9	2.6	18.49	0.51	1
1.7	1.6	-4.23	0.97	5
3	2.2	9.68	0.12	3
3.2	1.2	13.61	0.58	4
3.3	2.6	-5.61	1.18	3
3.2	1.6	6.18	0.66	3
4.3	2.2	32.59	0.5	1
5	2.6	26.6	0.61	1
3.3	1.6	6.18	0.66	3
3.3	1.2	13.61	0.58	4
3.4	2.6	-5.61	1.19	3
3.1	2.2	9.68	0.12	3
1.8	1.6	-4.23	1.01	4
4.4	2.2	32.59	0.5	1
1	2.5	6.4	0.81	6
3.4	1.6	6.18	0.67	3
3.4	1.2	13.61	0.59	4
3.2	2.2	9.68	0.12	3
1.9	1.6	-4.07	0.96	4
1.1	2.5	6.4	0.81	6
3.5	2.6	-5.61	1.04	2
3.5	1.6	8.6	0.6	3
3.5	1.2	13.61	0.59	3
4.5	2.2	32.59	0.5	1
2	1.6	-4.07	0.96	4
3.3	2.2	9.68	0.12	3
1.2	2.5	-5.61	2.16	6
3.6	2.6	18.82	0.32	2
3.6	1.6	28.15	0.81	2
3.6	1.2	28.88	0.79	2
2.1	1.6	-4.07	0.96	4
3.4	2.2	9.68	0.12	3
1.3	2.5	-5.61	2.16	6
3.7	2.6	18.82	0.32	2
4.6	2.2	32.59	0.5	1
3.7	1.6	28.15	0.81	2
3.7	1.2	28.88	0.79	2
3.8	2.6	18.82	0.32	2
3.5	2.2	12.14	0.31	2
1.4	2.5	-5.61	2.16	6
4.7	2.2	40.19	0.36	2
3.8	1.6	28.15	0.81	2
2.2	1.6	-4.75	0.8	5
3.6	2.2	32.59	0.54	1
3.8	1.2	28.88	0.79	2
1.5	2.5	-5.61	2.17	6
3.9	2.6	18.82	0.32	2
4.8	2.2	40.19	0.36	2
3.9	1.6	28.15	0.81	2
3.7	2.2	32.59	0.54	1
1.6	2.5	-5.61	2.12	5
4	2.6	18.82	0.32	2
2.3	1.6	-4.75	0.78	4
3.9	1.2	28.88	0.79	2
4.9	2.2	40.19	0.7	2
3.8	2.2	32.59	0.54	1
4.1	2.6	18.82	0.32	2
4	1.2	28.88	0.79	2
5	2.2	39.64	0.72	1
1.4	2.1	-5.13	0.65	5
1.7	2.5	-5.61	2.13	5
4.1	1.2	28.88	0.79	2
1.8	2.5	-5.61	2.13	4
4.2	1.2	28.88	0.05	2
1	2.1	6.4	0.77	5
1.5	2.1	-5.13	0.65	5
1.9	2.5	-5.61	2.08	4
4.3	1.2	28.88	0.05	2
1.1	2.1	6.4	0.77	5
1.6	2.1	-5.13	0.63	5
3	2.1	8.36	0.1	3
4.4	1.2	28.88	0.05	2
1.7	2.1	-5.13	0.63	4
1.2	2.1	-5.13	0.65	5.5
3.1	2.1	8.36	0.1	3
1.8	2.1	-5.13	0.63	4
4.5	1.2	28.88	0.05	2
1.3	2.1	-5.13	0.65	5
4.6	1.2	28.88	0.05	2
1.9	2.1	-5.13	0.61	4
3.2	2.1	8.36	0.1	3
4.6	2.1	31.62	0.52	1
4.7	1.2	29.93	0.07	3
2	2.1	-5.13	0.61	4
3.3	2.1	8.36	0.1	3
4.7	2.1	39.13	0.38	2
2.1	2.1	-5.13	0.61	4
4.8	1.2	29.93	0.07	3
3.4	2.1	8.36	0.09	3
4.8	2.1	39.13	0.38	2
2.2	2.1	-5.13	0.05	4
4.9	1.2	29.93	0.87	3
2.1	2	-5.13	0.61	4
3.5	2.1	10.35	0.28	2
4	1.6	28.15	0.81	2
4.9	2.1	39.13	0.68	2
5	1.2	32.1	0.86	3
4.1	1.6	28.15	0.81	2
2.2	2	-5.13	0.05	4
3.6	2.1	31.62	0.52	1
2.3	2.1	-5.13	0.06	4
5	2.1	39.64	0.72	1
4.2	1.6	28.15	0.03	2
1	1.1	6.53	1.38	6
2.3	2	-5.13	0.06	4
2.4	2.1	-5.13	0.06	4
3.7	2.1	31.62	0.52	1
1	2	6.4	0.77	5
2.5	2.1	-5.13	0.02	4
1.1	1.1	6.53	1.38	5.5
2.4	2	-5.13	0.06	4
4.3	1.6	28.15	0.03	2
3.8	2.1	31.62	0.52	1
3.9	2.1	31.62	0.52	1
2.5	2	-5.13	0.02	4
2.6	2.1	-5.13	0.05	4
1.1	2	6.4	0.77	5
1.2	1.1	-1.79	1.22	6
4.4	1.6	28.15	0.03	2
2.6	2	-5.13	0.05	4
2.7	2.1	-5.13	0.06	4
1.2	2	-5.13	0.65	5.5
4	2.1	31.62	0.52	1
1.3	1.1	-1.79	1.21	6
2.7	2	-5.13	0.06	4
4.1	2.1	31.62	0.52	1
4.5	1.6	28.15	0.03	2
1.3	2	-5.13	0.65	5
2.8	2.1	-5.13	0.06	4
1.4	2	-5.13	0.65	5
4.6	1.6	28.15	0.03	2
2.8	2	-5.13	0.06	4
4.2	2.1	31.62	0.52	1
2.9	2.1	1.99	0.03	3
1.4	1.1	-1.79	1.21	6
1.5	2	-5.13	0.65	5
4.7	1.6	31.73	0	2
4.3	2.1	31.62	0.52	1
2.9	2	1.99	0.03	3
1.5	1.5	-2.66	1.03	6
1.5	1.1	-1.79	1.22	6
3.1	1.5	10.78	0.65	4
4.4	2.1	31.62	0.52	1
4.8	1.6	31.73	0	2
1.6	2	-5.13	0.63	5
1.6	1.5	-2.66	0.97	6
3.2	1.5	10.78	0.65	4
4.9	1.6	31.73	0.9	3
1.6	1.1	-1.79	1.2	6
1.7	2	-5.13	0.63	4
4.5	2.1	31.62	0.52	1
1.7	1.5	-2.66	0.44	5
3.3	1.5	10.78	0.65	4
1.7	1.1	-1.7	0.54	6
5	1.6	33.02	0.88	2
1.8	2	-5.13	0.63	4
1.8	1.1	-2.14	0.54	5
1.8	1.5	-2.66	0.46	5
3.4	1.5	10.78	0.67	4
1.9	1.1	-1.79	0.53	5
1	1.5	6.53	1.29	5.5
1.9	2	-5.13	0.61	4
2	2	-5.13	0.61	4
2	1.1	-1.79	0.54	5
1.9	1.5	-2.57	0.45	5
3.5	1.5	10.78	0.67	3
1.1	1.5	6.53	1.28	5
2.1	1.1	-1.79	0.54	5
2	1.5	-2.57	0.45	5
3.6	1.5	29.34	0.89	2
1.2	1.5	-2.66	1.02	6
2.1	1.5	-2.57	0.45	5
3.7	1.5	29.34	0.89	2
2.2	1.1	2.78	0.48	5
1.3	1.5	-2.66	1.02	6
2.2	1.5	-0.42	0.64	5
3.8	1.5	29.34	0.89	2
2.3	1.1	2.78	0.49	5
1.4	1.5	-2.66	1.02	6
3.9	1.5	29.34	0.89	2
2.3	1.5	-0.42	0.61	4
2.4	1.1	1.08	0.5	5
3.5	1.1	13.61	0.59	3
1	1	7.96	1.39	5
2.4	1.5	-0.42	0.61	4
3.6	1.1	28.88	0.79	2
2.5	1.1	1.08	0.5	5
2.5	1.5	-0.42	0.64	5
