-0.038
0
0.051
0
0.081
0
0
-0.405
0
0.059
-0.023
-0.036
0
0.135
-0.021
0.139
0.082
-0.017
0.087
-0.027
0.091
0
-0.017
0.053
0.04
-0.065
0.119
0.104
0.039
-0.032
0.049
0
-0.065
-0.065
0
0
-0.025
0.062
-0.026
0
0.041
0.061
-0.128
-0.154
-0.016
0.082
0.038
0.072
0.055
0
0.048
0.1
0.077
0
0.037
-0.02
-0.019
0.069
0.057
-0.03
-0.332
0
0.077
0
0
0.056
-0.028
-0.454
-0.087
0
0.149
0.052
0
0.093
-0.431
0
-0.016
0.101
0.048
-0.315
-0.075
0.131
0
0.043
0.044
-0.164
0.044
-0.018
-0.044
-0.023
0
0.154
0.11
0.112
0.123
0
0
0
0
0.944
0
0.068
-0.019
-0.274
-0.022
0
0.046
0.085
0.054
0
-0.335
0.042
-0.033
0.043
0.131
0.097
0
0.087
0.06
0
0.107
-0.751
0.065
0.049
0
0.045
-0.103
0.066
-0.066
0
0
-0.574
0
0.073
0
0.04
0.507
0.039
0.063
0
-0.041
0.094
0.126
0.144
